MonsterBase.dec	AsmodeusGhost	0	DND_UNDEADPRIESTGHOST
MonsterBase.dec	AsmodeusPullerGhost	0	DND_UNDEADPRIESTGHOST
Monsters.dec	ZombieMan2	0	DND_ZOMBIEMANID
Monsters.dec	Shotgunguy2	0	DND_SHOTGUNNERID
Monsters.dec	Chaingunguy2	0	DND_CHAINGUNGUYID
Monsters.dec	Demon2x	0	DND_DEMONID
Monsters.dec	DoomImp2	0	DND_IMPID
Monsters.dec	LostSoul2	0	DND_LOSTSOULID
Monsters.dec	CacoDemon2	0	DND_CACODEMONID
Monsters.dec	PainElemental2	0	DND_PAINELEMENTALID
Monsters.dec	Revenant2	0	DND_REVENANTID
Monsters.dec	HellKnight2	0	DND_HELLKNIGHTID
Monsters.dec	BaronOfHell2	0	DND_BARONID
Monsters.dec	Mancubus2	0	DND_FATSOID
Monsters.dec	Arachno2	0	DND_ARACHNOTRONID
Monsters.dec	ArchVile2	0	DND_ARCHVILEID
Monsters.dec	SpiderMastermind2	0	DND_SPIDERMASTERMINDID
Monsters.dec	Cyberdemon2	0	DND_CYBERDEMONID
Monsters.dec	WolfensteinSS2	0	DND_NAZIID
Monsters.dec	ReiverGhost	0	DND_WRAITH
Arachnotron.dec	FusionSpider	128	DND_FUSIONSPIDER
Arachnotron.dec	HellforgeSpider	128	DND_HELLFORGESPIDER
Arachnotron.dec	RailArachnotron	192	DND_RAILARACHNOTRON
Arachnotron.dec	BabyDemolisher	64	DND_BABYDEMOLISHER
Arachnotron.dec	Vore	40	DND_VORE
Arachnotron.dec	ChaingunCommando	64	DND_CHAINGUNCOMMANDO
Arachnotron.dec	ChaingunGeneral	64	DND_CHAINGUNGENERAL
Arachnotron.dec	Legionnaire	48	DND_LEGIONNAIRE
Arachnotron.dec	Manticore	96	DND_MANTICORE
Arachnotron.dec	Ophidian	64	DND_OPHIDIAN
ArchVile.dec	Diabloist	10	DND_DIABLOIST
ArchVile.dec	DeathVile	8	DND_DEATHVILE
ArchVile.dec	Hierophant	16	DND_HIEROPHANT
ArchVile.dec	Deathknight	20	DND_DEATHKNIGHT
ArchVile.dec	Horshacker	20	DND_HORSHACKER
ArchVile.dec	UndeadPriest	48	DND_UNDEADPRIEST
ArchVile.dec	UndeadSpirit	0	DND_UNDEADPRIESTGHOST
ArchVile.dec	Guru	56	DND_GURU
ArchVile.dec	DarkZealot	48	DND_DARKZEALOT
ArchVile.dec	FleshWizard	64	DND_FLESHWIZARD
BaronOfHell.dec	Lavademon	96	DND_LAVADEMON
BaronOfHell.dec	LordofHeresy	50	DND_LORDOFHERESY
BaronOfHell.dec	Cybruiser	20	DND_CYBRUISER
BaronOfHell.dec	BruiserDemon	15	DND_BRUISERDEMON
BaronOfHell.dec	Bormereth	75	DND_BORMERETH
BaronOfHell.dec	BloodSeeker	144	DND_BLOODSEEKER
BaronOfHell.dec	Barbatos	32	DND_BARBATOS
BaronOfHell.dec	ShadowWizard	32	DND_SHADOWWIZARD
BaronOfHell.dec	Kjaroch	32	DND_KJAROCH
BaronOfHell.dec	MagmaSerpent	64	DND_MAGMASERPENT
BaronOfHell.dec	DreadKnight	100	DND_DREADKNIGHT
BaronOfHell.dec	MagmaGolem	48	DND_MAGMAGOLEM
BaronOfHell.dec	Warmaster	32	DND_WARMASTER
BaronOfHell.dec	Judicator	64	DND_JUDICATOR
Cacodemon.dec	CacoLich	96	DND_CACOLICH
Cacodemon.dec	DeathWhisperer	145	DND_DEATHWHISPERER
Cacodemon.dec	EnhancedCacodemon	128	DND_ENHANCEDCACO
Cacodemon.dec	Inferno	128	DND_INFERNO
Cacodemon.dec	Weakener	160	DND_WEAKENER
Cacodemon.dec	Grell	128	DND_GRELL
Cacodemon.dec	ShadowPriest	170	DND_SHADOWPRIEST
Cacodemon.dec	Guardian	48	DND_GUARDIAN
Cacodemon.dec	Wicked	112	DND_WICKED
Chaingunguy.dec	DoubleChaingunner	150	DND_DOUBLEGUNNER
Chaingunguy.dec	ChaingunMajor	96	DND_CGMAJOR
Chaingunguy.dec	ZSec	128	DND_ZSEC
Chaingunguy.dec	ZSpecOpsMachinegun	192	DND_ZSPECMG
Chaingunguy.dec	QuakeZombieChaingun	160	DND_ZOMBIEQUAKE3
Chaingunguy.dec	UndeadInitiate	30	DND_INITIATE
Chaingunguy.dec	MrRobot	96	DND_MRROBOT
Chaingunguy.dec	MachinegunGuy	170	DND_ZOMBIEMG
Chaingunguy.dec	PlasmaZombie	128	DND_PLASMAZOMBIE
Chaingunguy.dec	Berserkerguy	144	DND_BERSERKERGUY
Cyberdemon.dec	Cardinal	50	DND_CARDINAL
Cyberdemon.dec	TerminatorX	8	DND_TERMINATOR
Cyberdemon.dec	Thamuz	35	DND_THAMUZ
Cyberdemon.dec	Azazel	20	DND_AZAZEL
Cyberdemon.dec	HellsmithX	16	DND_HELLSMITH
Cyberdemon.dec	AvatarOfChaos	4	DND_AVATAR
Cyberdemon.dec	Thanatos	8	DND_THANATOS
Cyberdemon.dec	Cerberus	16	DND_CERBERUS
Cyberdemon.dec	DeathWyvern	128	DND_DEATHWYVERN
Demon.dec	BloodDemonClone	180	DND_BLOODDEMON
Demon.dec	Bloodfiend	140	DND_BLOODFIEND
Demon.dec	Ravager	96	DND_RAVAGER
Demon.dec	CyberFiend	125	DND_CYBERFIEND
Demon.dec	FlameDemon	150	DND_FLAMEDEMON
Demon.dec	StoneDemon	100	DND_STONEDEMON
Demon.dec	SoulEater	128	DND_SOULEATER
Demon.dec	BigBruty	48	DND_BRUTY
Demon.dec	Scavenger	128	DND_SCAVENGER
Demon.dec	Nhumcign	96	DND_NHUMCIGN
Demon.dec	Satyr	84	DND_SATYR
Demon.dec	EarthGolem	128	DND_EARTHGOLEM
Demon.dec	PurebredDemon	128	DND_PUREBREDDEMON
Demon.dec	Sabreclaw	96	DND_SABRECLAW
Dementor.dec	Dementor	32	DND_DUNGEON_DEMENTOR
Golem.dec	BloodGolem	36	DND_DUNGEON_BLOODGOLEM
